sleep,class,study,activity,happiness,performance
4,6,3,4,1,74
4,12,2,7,3,84
1,12,7,10,2,80
10,10,15,9,4,99
1,2,6,6,5,8
11,9,1,1,1,57
12,7,2,7,3,30
5,14,2,3,0,95
11,10,1,4,10,58
19,15,10,9,5,16
6,4,11,7,2,20
18,7,9,2,3,47
12,1,1,1,7,54
13,12,8,9,6,98
14,14,4,1,4,68
4,14,2,9,8,28
9,15,14,5,9,62
5,8,1,3,7,11
2,7,9,2,6,8
1,10,5,7,0,58
14,10,8,4,0,73
8,13,10,7,7,3
12,2,7,7,7,31
12,11,7,5,5,52
3,14,11,10,9,81
14,8,6,7,0,33
12,5,4,8,7,2
3,13,7,3,0,29
9,6,7,10,10,19
19,2,7,5,6,64
19,7,12,4,10,74
11,15,13,5,8,63
18,3,11,9,8,68
18,2,9,7,8,34
17,11,6,7,2,56
11,11,6,2,4,64
17,15,9,2,8,4
3,15,13,10,5,100
6,13,6,8,2,77
12,7,2,10,6,23
9,3,8,8,6,69
18,12,8,2,2,62
18,14,11,9,0,57
5,10,7,2,8,32
2,4,7,7,6,80
18,7,3,3,2,67
2,6,3,5,4,53
6,8,13,7,7,85
8,6,7,8,6,41
6,10,6,4,4,62
14,5,6,10,5,40
15,2,8,7,8,17
14,9,15,4,1,91
18,10,14,9,7,2
16,11,10,2,3,22
17,7,6,10,5,12
19,15,13,2,0,39
15,12,7,7,0,5
1,14,5,6,4,73
14,11,12,8,5,73
16,8,2,8,0,60
18,15,1,2,6,35
14,11,5,7,6,84
16,7,15,2,4,97
15,9,11,4,6,75
7,12,4,3,5,68
2,11,11,4,0,69
11,13,4,6,0,96
15,6,8,7,8,56
9,3,3,1,5,57
13,5,15,8,2,98
9,11,14,2,6,21
3,8,5,10,3,1
15,10,10,4,1,56
3,4,14,9,6,75
15,11,1,2,7,8
16,7,11,2,9,62
14,11,5,5,5,77
5,15,9,10,1,64
10,2,1,6,5,28
3,2,15,6,10,6
9,14,3,6,5,41
16,1,2,1,5,49
18,2,15,6,10,76
9,12,11,2,1,79
1,11,8,10,6,26
6,9,8,7,5,69
12,5,13,9,3,80
13,1,7,2,5,96
18,14,15,6,10,24
8,6,5,7,8,68
19,5,2,1,3,44
4,14,9,1,8,67
17,5,4,3,8,32
16,15,1,4,2,61
10,9,9,4,6,69
17,10,15,5,2,54
1,8,5,3,4,23
3,6,5,7,8,54
11,6,8,7,0,66
9,11,2,5,6,99
11,9,5,3,0,23
14,4,15,10,0,94
4,9,15,4,2,54
1,13,7,9,4,8
5,13,12,9,7,90
13,6,15,7,1,30
9,14,14,2,6,55
6,7,3,7,10,27
12,9,11,3,4,68
13,9,6,3,2,46
4,14,5,8,2,59
9,4,3,9,10,76
19,12,12,9,8,93
18,14,13,3,5,79
2,4,11,4,7,41
13,11,2,10,1,6
11,11,7,6,8,39
18,2,4,7,4,7
17,12,10,4,9,95
7,13,9,8,7,33
18,8,15,8,10,87
11,15,6,8,3,10
17,11,6,5,0,28
14,5,3,10,6,28
9,11,2,6,1,56
1,15,15,7,10,61
19,7,2,4,6,15
16,13,7,8,9,92
4,14,13,5,9,57
5,1,12,5,8,72
3,14,4,9,6,47
12,1,8,6,7,75
16,7,5,4,5,70
14,4,11,6,10,73
15,2,5,1,5,65
9,2,5,9,3,47
7,6,3,3,2,44
12,14,3,5,3,1
7,12,3,7,6,55
15,9,5,10,3,51
14,6,1,4,10,49
14,6,11,6,4,1
19,6,12,3,6,27
16,1,9,6,5,43
15,3,11,4,0,47
18,14,15,8,6,26
14,7,8,8,1,24
19,11,12,4,0,10
6,12,3,8,9,81
7,1,15,10,7,18
2,3,9,9,3,93
16,13,1,9,2,30
2,13,6,4,4,9
11,7,9,5,7,100
13,1,8,9,6,8
19,7,7,2,3,58
18,6,8,2,5,32
14,1,10,6,6,86
11,7,4,3,0,68
18,8,6,9,4,58
16,5,6,10,0,48
9,11,14,5,7,56
15,7,9,3,8,32
5,6,9,4,7,77
14,13,15,9,5,76
12,9,4,2,2,76
10,1,5,4,10,3
14,8,4,9,1,8
17,3,5,10,3,22
4,2,14,3,6,41
5,9,6,7,7,32
8,9,2,9,5,74
15,14,11,7,3,13
4,8,4,7,9,98
4,14,6,1,2,12
17,5,1,8,5,33
13,5,4,7,2,67
15,14,11,9,10,87
17,10,8,3,9,56
9,9,14,3,1,38
18,14,4,10,6,53
5,15,5,7,9,92
17,4,15,8,6,48
19,10,9,8,0,15
1,4,13,6,2,63
11,12,13,5,10,59
15,5,1,9,10,54
5,5,3,4,1,27
6,15,9,4,10,87
7,1,3,10,5,18
2,9,15,9,2,68
1,15,11,5,10,83
13,14,12,4,0,34
12,8,9,10,9,17
8,9,7,1,7,12
3,5,6,7,5,14
9,1,4,10,6,7
10,15,4,5,4,32
13,8,7,4,7,60
4,10,7,3,5,53
12,13,10,5,10,92
1,4,2,7,4,51
19,12,15,9,2,18
4,10,11,4,10,19
15,12,10,10,1,77
18,14,12,4,10,2
4,2,10,7,10,12
13,1,10,10,10,55
15,5,7,4,1,56
16,8,13,6,8,40
13,15,11,1,3,70
17,1,14,7,9,26
16,5,1,2,1,13
18,12,7,1,1,44
13,2,9,3,9,81
14,14,10,7,2,69
2,10,3,8,0,59
7,11,10,5,6,27
12,4,10,7,3,47
18,4,1,6,5,73
4,14,12,9,0,41
14,12,15,9,4,34
1,6,10,10,1,56
14,4,5,2,5,19
8,6,9,4,10,35
11,4,14,10,9,9
18,10,14,8,0,69
9,3,13,5,8,14
6,6,1,10,7,35
2,13,14,3,7,78
13,13,3,7,4,2
11,5,13,5,6,82
17,8,13,10,9,38
18,8,3,9,6,67
15,14,6,8,10,19
16,11,6,10,4,25
8,6,14,5,6,55
14,1,4,5,2,81
4,2,15,1,7,76
3,12,9,7,3,38
19,14,4,7,4,15
19,5,6,3,0,49
4,2,13,3,7,53
2,14,12,9,2,88
6,11,13,1,1,26
12,13,10,5,0,43
16,14,6,10,6,84
14,13,3,1,5,14
1,8,13,8,7,72
7,9,8,3,8,56
8,7,12,8,10,15
9,11,2,2,1,53
13,4,13,4,0,66
9,4,6,3,1,65
8,5,12,2,0,75
13,10,9,4,8,48
3,11,7,9,9,1
13,13,7,10,9,58
14,13,11,7,2,98
15,14,8,2,1,78
15,14,8,4,4,86
1,4,10,5,7,43
13,1,1,9,0,61
14,11,2,3,7,22
18,6,9,5,0,38
12,5,13,2,1,47
11,2,6,1,9,12
17,1,6,7,5,72
2,1,1,9,4,90
12,4,12,6,9,18
4,12,1,4,8,94
6,6,12,6,0,70
14,5,4,6,9,48
3,5,12,3,5,81
10,11,3,6,6,96
9,10,7,7,5,28
17,3,7,1,7,33
5,12,5,2,2,60
12,6,1,1,9,45
15,7,14,9,2,34
5,5,9,9,6,3
18,15,4,3,6,89
19,10,15,4,4,95
12,4,14,9,3,59
14,7,3,5,2,71
15,9,4,4,1,26
2,15,11,1,5,78
5,8,1,8,8,74
19,5,3,3,8,76
11,3,10,8,8,11
19,7,9,7,9,37
10,15,7,6,2,60
5,2,14,5,2,12
5,8,9,3,8,64
4,6,8,3,2,98
14,11,4,6,7,80
4,9,7,5,4,90
15,3,6,4,3,72
11,12,5,10,10,71
6,5,15,5,6,54
19,7,13,3,3,20
10,12,10,3,5,70
11,7,8,6,6,65
1,1,5,6,4,84
3,15,7,7,2,75
11,12,15,2,10,47
13,5,14,2,9,26
16,14,3,8,4,42
15,2,7,1,2,81
5,5,4,8,8,8
13,6,4,7,5,17
11,11,9,10,8,67
13,12,8,3,2,21
11,12,8,2,10,17
16,8,4,7,6,60
15,8,5,9,4,95
12,8,10,3,8,27
2,14,4,2,4,52
18,13,15,2,3,79
5,5,5,2,6,58
17,12,14,8,8,56
18,7,13,8,0,97
12,11,3,10,10,95
10,7,14,8,7,34
2,6,13,9,5,100
6,8,8,7,5,25
15,12,14,3,0,27
11,10,15,2,1,42
7,12,3,4,3,56
9,9,1,8,10,75
5,15,10,4,6,87
19,7,5,5,9,11
7,1,3,1,1,10
13,8,15,1,2,1
9,13,15,8,3,68
19,6,11,8,8,22
18,13,14,10,4,52
19,10,2,7,2,42
17,13,2,6,3,82
9,2,10,4,4,34
1,9,11,1,0,45
8,14,2,6,2,92
2,5,11,3,7,88
7,4,3,3,6,55
14,6,14,8,0,70
15,15,10,9,10,87
10,6,15,4,4,74
5,5,8,1,1,51
14,14,7,2,10,48
4,7,14,1,9,97
15,12,11,10,9,57
18,14,8,5,7,73
13,4,8,5,1,8
15,1,3,9,9,61
8,4,13,1,6,14
1,10,1,6,2,44
12,1,11,10,8,67
9,11,1,5,10,78
3,11,5,5,6,76
9,6,13,2,0,61
8,5,5,4,8,92
1,13,15,9,8,41
19,1,5,10,4,74
19,10,14,4,1,76
4,3,6,10,1,64
9,12,5,8,1,11
18,13,14,1,4,58
13,6,10,3,5,76
4,5,2,2,9,69
10,2,15,8,1,90
15,13,14,3,6,80
16,15,10,4,2,79
10,15,2,1,4,4
14,7,8,4,3,20
14,13,7,2,3,48
4,9,7,5,3,25
16,15,10,10,3,21
16,9,8,7,10,81
11,14,3,9,4,41
19,12,6,3,9,44
12,7,14,6,6,56
19,6,6,1,7,88
10,5,1,1,1,27
18,14,11,8,10,52
12,8,5,9,6,79
3,9,11,10,7,9
10,4,3,1,3,29
15,1,4,3,10,34
13,3,5,1,6,83
3,5,2,4,8,5
8,9,2,2,2,64
12,9,2,7,1,52
17,11,15,8,4,26
1,14,10,8,9,45
16,8,14,1,2,64
18,14,1,7,7,92
2,3,2,5,1,89
15,6,11,1,9,39
15,4,7,4,6,99
11,12,5,6,7,57
18,15,7,6,9,87
18,6,7,2,9,40
9,13,5,2,5,12
4,7,4,4,0,78
15,11,7,3,5,33
5,2,8,1,0,3
13,11,5,2,2,14
7,4,2,8,4,43
11,5,3,3,9,33
13,8,14,8,10,73
8,8,8,4,6,60
2,13,15,10,6,35
13,14,15,6,9,64
15,7,5,9,9,70
2,3,14,9,2,45
5,14,11,4,0,26
15,11,14,2,0,72
2,11,8,2,9,33
5,4,6,7,1,58
18,9,5,1,3,20
18,6,4,8,6,8
16,5,13,7,3,3
1,1,10,2,8,42
16,15,12,1,2,22
18,11,14,8,9,53
19,12,13,7,4,3
13,12,10,8,1,44
18,2,2,5,10,10
1,11,6,1,7,72
4,9,15,3,1,15
15,4,12,8,10,55
16,12,7,9,7,55
3,6,8,2,5,20
5,11,9,5,7,58
10,1,3,9,9,69
1,13,9,3,10,11
16,12,11,4,2,68
2,7,3,4,7,72
5,14,7,3,4,14
7,4,5,4,1,57
9,6,13,4,10,98
7,1,14,5,5,2
9,6,4,3,5,37
1,2,9,7,4,60
19,7,6,6,4,61
1,14,15,6,0,96
14,6,10,2,8,13
1,9,7,2,6,82
2,14,8,2,7,82
16,5,9,4,1,84
10,14,8,7,5,93
7,1,10,10,0,83
17,6,13,2,7,96
2,2,4,9,9,43
12,15,7,3,4,71
11,1,3,9,9,98
1,6,10,9,0,57
14,15,3,2,0,43
7,4,10,8,4,55
8,11,2,4,10,14
7,12,2,1,7,5
8,6,11,9,1,43
12,14,10,1,6,24
1,8,1,4,5,3
8,7,4,5,6,69
12,8,5,4,1,68
10,5,9,3,0,12
14,8,10,4,3,9
11,13,13,9,5,24
13,2,11,8,4,45
1,11,6,6,4,75
9,15,6,7,10,42
5,15,11,9,5,66
3,12,15,5,9,97
5,2,13,8,7,90
1,3,12,6,7,42
18,11,12,8,2,41
9,14,9,10,1,60
16,2,13,10,7,60
6,12,8,8,1,47
5,8,7,7,2,2
6,8,10,4,2,33
9,13,10,10,9,49
9,2,15,5,1,91
2,4,1,10,6,36
3,7,3,8,3,66
18,15,9,7,0,72
17,15,9,5,4,33
5,10,12,2,9,55
10,11,12,8,3,3
19,4,14,3,9,63
10,9,7,6,1,68
8,10,6,6,0,57
4,5,8,4,8,77
2,14,5,7,10,71
11,4,9,4,8,67
13,14,10,5,8,20
4,15,1,2,6,31
9,14,13,3,9,39
12,11,1,1,10,90
19,14,10,6,1,79
9,1,10,5,4,24
7,9,3,3,2,31
9,7,3,8,2,58
16,15,1,8,6,64
2,11,9,9,7,81
12,7,9,6,5,53
6,4,4,2,2,32
1,15,9,8,4,19
13,12,5,9,3,48
2,3,8,8,6,76
19,15,2,10,7,99
5,1,7,5,10,45
16,3,5,9,3,88
4,15,6,7,0,70
8,5,12,7,10,46
6,13,12,10,10,18
3,1,5,10,3,18
7,13,4,9,7,44
19,2,12,10,1,68
2,13,3,1,1,33
9,4,8,8,4,45
4,7,5,9,7,46
3,11,1,7,6,35
11,11,2,1,3,55
10,11,4,8,10,29
14,3,11,1,5,54
4,2,15,5,7,72
6,2,8,6,6,85
8,6,4,3,2,94
10,15,15,6,4,30
2,1,5,8,10,29
18,12,7,1,2,49
19,9,11,1,9,36
2,11,2,7,3,21
9,11,11,4,10,55
5,3,13,1,7,18
13,2,3,4,6,88
15,14,1,1,1,55
10,12,7,10,1,99
7,4,12,3,4,80
7,5,13,7,7,76
7,14,14,7,7,52
13,14,2,7,10,48
3,5,4,5,8,24
13,10,7,5,7,9
13,2,1,8,8,47
10,4,9,4,0,26
6,14,5,9,4,27
4,15,3,8,9,8
9,1,14,6,10,59
19,6,4,1,7,6
6,1,12,8,3,8
14,8,10,10,10,40
17,1,12,6,4,32
19,15,5,1,0,71
18,6,8,2,5,50
7,3,2,1,9,62
15,9,1,2,5,78
14,2,14,6,0,15
11,10,14,10,8,36
7,15,4,8,8,55
11,4,4,5,3,36
12,8,1,1,6,44
10,6,3,5,8,44
5,9,14,1,6,93
17,8,10,6,5,24
14,8,4,10,5,37
8,2,15,2,1,32
11,7,12,1,1,24
11,4,12,1,6,13
1,2,3,5,9,23
1,14,2,1,7,68
12,15,10,10,1,89
8,11,13,2,2,16
17,4,3,10,1,60
14,7,11,7,4,2
5,10,9,9,6,10
16,2,7,4,0,37
2,15,8,7,7,82
13,8,7,6,9,74
14,7,14,3,3,58
8,9,7,1,10,47
14,15,5,4,8,29
9,15,7,1,10,9
18,13,14,2,4,30
8,3,14,8,8,47
6,8,12,6,3,27
7,5,1,2,7,74
16,11,9,8,0,72
4,1,7,4,10,99
11,7,13,1,9,70
7,13,9,5,2,12
1,8,9,5,9,94
9,8,5,5,7,38
18,14,11,8,9,87
9,11,1,3,6,73
14,3,12,7,4,49
14,13,6,3,6,31
19,8,6,4,1,86
9,4,11,8,1,88
3,3,9,2,8,64
18,2,9,4,3,94
2,3,2,6,0,2
13,2,5,9,7,2
18,8,9,10,10,36
2,14,1,10,1,48
2,13,7,8,5,26
14,11,4,4,7,11
3,8,9,1,5,3
5,4,9,10,1,64
7,11,9,3,9,67
19,4,4,2,2,27
1,15,7,2,3,88
2,11,15,4,2,87
9,3,11,3,4,49
4,4,5,7,0,51
17,4,11,1,3,11
14,5,10,6,10,82
8,9,1,9,4,75
7,14,9,6,6,10
1,12,13,2,5,71
2,13,6,5,6,96
1,13,14,4,5,42
4,11,5,8,0,28
11,8,15,7,3,17
15,6,3,7,0,40
17,12,4,7,3,35
8,11,5,10,6,5
15,3,12,3,4,17
13,4,7,6,0,71
15,6,2,7,7,96
17,9,7,1,9,96
8,6,15,8,2,86
11,14,6,1,2,14
3,4,2,3,6,38
6,5,11,3,6,53
2,12,15,6,0,41
17,4,14,4,2,52
19,11,14,10,2,72
5,2,9,8,10,22
4,6,15,8,3,10
13,12,15,8,8,37
15,7,14,8,10,64
19,9,2,10,9,32
10,4,11,2,3,31
2,4,4,5,9,58
18,13,6,9,3,78
15,2,9,3,4,30
6,7,7,5,4,15
10,6,12,5,4,42
2,12,3,4,2,49
9,4,1,10,6,95
4,15,9,8,8,64
3,3,9,10,4,38
18,6,10,5,4,52
12,10,13,3,7,72
16,1,1,3,4,6
7,10,11,1,5,74
2,15,3,7,1,37
2,6,4,9,1,80
3,1,12,3,0,13
1,10,1,5,4,38
10,11,2,7,1,88
13,1,1,10,9,32
7,6,14,2,9,87
8,14,4,3,9,66
5,13,14,10,6,93
13,7,10,8,7,96
15,9,12,9,10,86
5,12,1,7,10,45
15,3,9,9,7,92
12,7,6,9,4,16
16,9,8,7,3,25
16,11,5,4,0,16
16,15,1,5,7,87
7,1,10,7,0,41
8,14,12,5,1,100
11,8,14,8,10,46
5,14,6,2,1,79
12,1,7,9,8,44
14,7,12,4,10,94
6,6,1,6,8,49
16,11,10,7,7,2
18,12,7,4,6,20
7,9,15,7,6,27
17,12,5,4,0,83
1,10,6,5,7,44
12,12,11,8,4,39
6,7,12,7,10,83
3,4,13,4,6,68
7,13,5,3,3,50
2,15,6,1,6,30
15,9,14,1,5,77
17,6,7,10,6,53
4,3,7,7,8,46
3,3,9,1,2,84
3,5,9,10,7,83
7,13,13,4,2,54
19,15,4,9,10,2
16,12,6,5,8,3
8,3,13,5,8,9
1,3,6,2,0,69
15,15,7,6,3,67
2,6,3,4,9,12
6,3,6,2,1,56
19,10,15,3,10,83
5,10,13,2,2,57
19,7,8,4,0,83
8,2,12,10,4,96
18,10,5,8,9,45
15,11,8,8,0,89
17,4,8,6,4,5
1,6,5,5,10,21
3,6,1,8,2,26
12,7,9,3,3,42
18,6,5,7,10,35
18,3,4,1,0,73
14,3,9,8,7,46
18,7,5,7,5,61
13,3,2,1,6,21
6,3,9,9,0,89
2,4,4,10,7,23
6,13,15,9,6,12
13,10,15,4,8,93
3,15,5,6,0,64
8,15,1,6,10,31
13,3,8,6,4,80
1,4,11,9,1,69
16,14,7,10,5,32
1,7,10,7,8,13
6,14,11,3,10,19
17,5,4,2,3,70
6,15,7,7,3,83
5,5,12,10,6,67
16,14,8,2,1,91
16,8,2,1,5,48
6,8,15,4,7,26
11,3,1,3,4,78
2,9,8,2,7,4
11,3,10,5,3,100
4,15,10,9,2,81
13,13,9,10,2,60
8,7,7,2,4,49
9,10,13,9,3,13
17,5,11,3,4,95
12,11,12,4,4,26
15,10,2,4,1,87
17,6,11,7,9,13
18,15,9,4,10,75
8,10,3,2,2,99
8,13,4,8,9,11
13,12,13,8,8,93
17,4,6,9,5,32
8,6,1,2,5,8
19,4,13,7,8,58
19,13,9,10,8,42
14,12,13,7,2,19
11,4,13,1,6,42
18,10,12,5,8,81
12,15,2,10,3,93
12,4,14,8,5,33
8,2,1,8,7,21
1,2,13,7,3,25
12,2,6,3,10,21
18,1,7,7,7,42
9,7,2,3,6,42
5,3,8,1,8,75
14,6,8,1,0,51
5,14,15,9,2,5
5,14,13,8,5,42
18,15,10,4,4,73
12,4,1,10,1,23
9,11,5,6,5,81
14,9,2,4,0,30
9,6,4,7,6,5
6,8,1,4,5,76
8,9,12,1,5,4
11,8,4,2,2,28
8,6,5,9,2,41
1,9,8,2,8,39
12,3,7,6,6,75
1,4,5,3,9,17
9,10,5,7,3,98
15,5,9,7,9,83
11,7,4,4,10,79
18,9,2,8,9,68
11,2,6,10,1,76
11,2,15,6,3,63
14,2,12,6,8,61
2,2,11,9,8,14
19,11,9,2,8,57
13,12,6,7,4,71
8,4,13,9,8,15
14,14,9,9,5,7
8,14,11,9,1,16
6,4,9,10,3,70
4,3,3,8,4,65
10,15,13,8,6,36
15,11,10,5,5,60
2,12,14,2,4,4
3,2,2,10,10,89
4,12,8,1,3,67
16,2,1,5,2,53
17,2,2,9,0,62
2,12,9,7,1,40
2,7,10,2,9,96
16,2,2,3,9,45
16,4,15,3,10,68
18,5,10,6,7,40
9,7,11,1,10,89
13,13,5,8,6,73
19,8,12,7,10,96
3,6,4,7,3,24
10,5,9,5,6,10
7,2,11,7,3,11
14,6,9,5,8,3
12,12,14,3,4,62
12,3,7,6,10,14
15,4,4,2,4,50
10,11,14,2,6,57
5,14,9,2,10,41
8,4,9,2,1,6
4,6,6,5,0,31
3,13,14,8,5,82
10,8,2,7,9,65
7,6,9,3,8,8
16,11,7,5,9,8
9,2,3,1,5,27
2,2,15,5,1,20
5,9,3,3,0,94
7,6,8,5,0,20
8,2,9,3,3,91
17,8,9,6,1,89
19,8,5,9,10,37
2,12,10,2,3,48
11,6,12,7,10,2
1,3,13,3,4,88
3,13,12,4,2,34
10,7,1,6,9,35
17,9,6,2,6,9
9,14,12,5,9,3
13,14,6,1,10,8
19,13,13,5,3,38
18,3,15,1,9,90
14,11,2,5,1,75
2,11,9,2,4,33
7,5,14,1,9,71
17,1,5,4,10,93
7,9,13,1,5,7
10,2,15,8,6,19
19,1,6,2,2,27
16,14,13,3,7,53
17,2,7,3,8,26
15,1,3,8,5,41
18,2,12,4,5,69
7,15,13,9,0,49
6,2,7,8,1,39
11,4,10,7,6,23
11,13,7,7,1,33
11,1,7,9,1,38
18,12,13,8,6,2
11,14,1,3,9,82
2,6,9,3,10,30
13,9,4,2,2,55
18,8,12,8,0,1
17,5,9,9,9,47
19,15,7,2,2,4
12,4,12,10,6,13
7,3,8,8,1,96
17,5,5,1,2,40
19,2,15,1,9,39
8,5,9,6,6,12
10,6,1,1,9,82
6,15,4,3,2,34
18,1,11,8,3,57
7,1,13,9,6,34
11,5,7,7,7,77
6,5,14,5,9,20
19,9,15,7,8,100
2,6,9,8,9,19
16,15,15,8,6,66
3,8,2,10,1,69
18,11,11,7,5,59
17,5,10,10,9,3
13,3,12,3,9,99
6,4,14,3,4,40
6,6,11,6,9,48
5,13,15,1,1,26
19,10,5,9,1,54
12,7,11,10,7,9
14,2,5,4,3,1
2,6,6,1,6,20
19,5,3,3,6,5
6,5,3,2,4,84
11,5,1,6,6,90
15,12,4,7,8,64
3,4,14,4,3,20
2,7,3,6,4,23
18,10,14,2,6,97
18,11,11,3,6,79
6,14,13,3,10,60
13,13,12,7,0,52
1,14,3,8,6,31
18,10,3,4,4,95
7,7,4,8,7,33
17,6,2,7,4,93
17,11,8,4,7,20
11,10,12,9,3,22
17,2,12,1,7,83
6,13,15,9,3,45
17,13,2,10,4,54
15,9,11,1,3,29
18,11,8,3,6,46
5,8,13,1,10,17
12,8,3,1,5,50
6,9,9,8,6,93
3,11,7,9,9,80
1,5,3,9,1,20
11,4,11,3,2,51
7,15,6,9,0,90
15,15,13,8,0,27
6,7,6,7,7,67
8,2,2,3,7,30
5,7,15,1,2,75
8,12,4,8,10,13
5,1,5,3,1,70
8,14,1,3,5,53
2,8,11,7,8,23
19,5,10,8,2,56
17,12,10,6,3,12
16,9,15,3,4,36
15,10,10,6,10,51
4,11,1,9,9,96
16,12,1,4,1,83
15,4,11,1,7,72
13,1,10,10,2,73
15,1,10,4,7,66
5,9,2,3,6,38
19,10,8,4,2,23
15,3,1,5,8,62
3,4,8,6,0,43
19,9,11,5,0,67
19,10,11,9,5,44
14,2,4,6,10,81
14,14,13,5,4,12
18,10,8,9,4,20
6,8,1,6,4,11
15,10,13,9,4,17
9,8,2,6,6,78
15,2,7,1,1,17
19,13,1,8,0,3
10,1,4,4,0,62
10,6,12,4,9,39
13,2,5,8,6,55
8,9,6,3,3,38
13,9,4,7,1,60
7,2,4,8,10,82
7,14,9,3,1,33
9,10,4,2,6,32
18,1,9,4,2,92
13,4,14,8,6,31
2,13,4,8,9,13
7,14,4,3,3,62
6,15,14,2,5,52
18,1,7,9,0,23
9,2,8,6,2,43
9,4,12,9,1,22
19,14,2,9,2,25
1,8,1,2,3,82
2,8,4,2,0,94
18,2,4,2,2,72
17,5,14,5,2,31
14,4,13,9,1,21
16,4,8,9,7,51
8,8,10,10,0,78
7,4,14,9,9,73
4,11,12,9,7,71
7,1,1,1,5,48
4,7,15,6,1,87
10,11,2,6,10,35
15,7,3,3,0,38
13,1,8,8,2,48
3,14,10,8,3,19
11,2,12,6,4,5
2,10,11,7,1,38
1,5,12,3,1,3
8,5,3,4,10,62
5,3,4,4,10,52
11,2,7,8,1,79
14,6,4,1,7,90
3,3,5,10,6,84
14,3,15,6,4,43
3,4,3,9,0,14
19,8,14,6,5,56
12,10,6,1,1,22
13,11,2,7,0,28
8,12,5,1,1,57
15,10,8,3,9,93
14,4,12,6,9,81
3,12,8,8,10,86
13,3,14,2,7,63
15,15,14,5,3,53
13,2,8,10,10,16
12,1,4,2,6,76
17,15,10,5,4,74
7,8,7,10,9,85
18,15,7,3,1,60
19,7,5,9,4,42
6,5,8,6,3,78
12,5,4,4,6,33
9,15,11,7,3,60
14,4,8,5,10,99
13,12,3,8,5,15
19,3,6,8,1,60
3,5,1,7,8,72
3,12,1,8,5,46
8,10,4,10,8,60
6,10,1,8,2,5
2,8,14,8,7,22
10,5,14,1,0,42
2,14,2,6,1,8
7,2,10,8,8,93
3,15,4,4,5,48
7,2,10,10,7,19
2,11,7,2,6,97
19,15,15,6,9,1
6,10,12,10,3,81
16,10,14,6,2,19
5,14,4,10,3,64
6,7,10,7,1,61
13,14,2,5,6,60
11,7,5,10,8,4
16,1,7,2,2,93
18,14,5,6,10,89
7,3,10,5,5,36
12,3,11,1,7,51
12,8,12,1,3,42
17,10,5,10,6,16
4,9,1,9,10,65
10,3,6,5,0,36
2,15,3,1,10,67
10,5,1,1,7,12
6,14,5,3,9,71
8,3,14,10,9,88
8,9,3,1,5,50
5,12,3,4,9,7
7,9,8,7,4,59
10,1,2,9,10,82
15,8,10,7,0,37
6,2,13,9,10,1
12,5,7,3,9,58
11,3,6,1,5,25
6,6,8,7,3,11
12,5,15,4,3,84
19,10,14,2,7,78
4,9,10,7,3,24
7,15,6,6,7,70
6,2,10,9,6,1
3,10,4,3,6,7
3,11,15,5,6,16
19,9,10,4,9,18
15,11,8,8,8,51
13,12,15,5,0,46
7,10,5,3,4,79
9,6,15,8,2,3
12,11,4,4,8,84
6,5,9,10,1,95
11,8,6,9,8,22
14,3,3,9,0,8
7,7,9,7,10,42
7,10,15,4,0,19
16,11,14,8,9,100
9,5,3,3,3,65
9,5,13,4,9,25
6,12,2,6,9,50
11,13,9,8,9,77
2,3,15,7,0,2
3,3,1,8,9,73
2,3,8,5,4,2
13,7,2,7,8,28
12,3,9,9,9,99
8,1,14,6,9,30
2,6,15,10,0,40
12,14,13,8,8,49
10,5,13,10,5,68
9,1,4,9,9,80
17,1,4,2,9,75
15,11,1,4,5,2
3,14,1,1,1,98
6,3,4,5,6,98
17,3,9,9,3,93
19,7,5,6,8,98
4,11,14,6,0,17
18,9,2,10,1,8
11,1,6,1,7,72
7,8,15,3,7,62
10,4,12,4,0,76
11,7,4,4,6,80
12,1,3,1,7,25
12,15,13,2,3,74
9,7,2,5,4,49
10,11,11,4,9,40
1,3,7,5,6,9
14,11,12,8,10,27
16,1,6,5,7,83
7,1,4,6,10,50
17,4,10,7,5,61
19,2,8,1,6,90
10,8,1,2,7,3
6,4,5,2,6,86
3,3,4,8,2,43
10,1,4,3,4,46
16,15,2,7,8,50
2,9,1,10,9,8
12,7,2,10,3,87
3,7,2,6,2,75
12,9,14,2,0,49
16,6,1,9,9,18
8,8,10,4,7,88
12,3,9,10,7,11
14,11,7,6,9,38
1,9,4,6,6,54
1,1,9,3,9,89
5,5,9,3,2,8
2,7,15,9,2,49
3,15,13,6,6,51
11,3,2,8,1,47
15,5,2,3,9,92
8,2,13,8,5,12
7,8,11,4,2,41
5,4,5,10,0,56
15,14,12,10,9,32
15,10,6,1,8,54
4,10,9,9,6,57
18,3,7,3,9,66
2,6,3,8,1,67
10,15,8,1,7,10
14,12,1,4,10,41
14,13,6,5,6,50
17,8,10,1,1,30
5,6,7,3,2,42
1,10,12,1,6,36
5,4,11,9,9,5
9,1,6,3,7,19
2,2,3,1,9,66
5,7,1,1,9,96
15,3,11,10,10,95
6,6,3,2,6,97
9,3,10,8,1,99
7,9,11,6,3,83
7,14,3,4,4,78
4,14,5,9,10,88
5,1,11,10,8,59
16,4,10,8,6,9
9,6,9,8,7,74
9,2,1,10,4,41
2,12,2,6,10,89
9,10,13,9,2,74
19,5,15,9,8,59
15,5,3,6,4,49
16,14,14,6,3,93
12,9,13,2,3,39
6,5,6,10,2,86
